energy_eV,dos,integrated_dos
-13.079,0.2959E-06,0.4000E+01
-13.059,0.1621E-06,0.4000E+01
-13.039,0.8785E-07,0.4000E+01
-13.019,0.4710E-07,0.4000E+01
-12.999,0.2498E-07,0.4000E+01
-12.979,0.1311E-07,0.4000E+01
-12.959,0.6805E-08,0.4000E+01
-12.939,0.3494E-08,0.4000E+01
-12.919,0.1775E-08,0.4000E+01
-12.899,0.8920E-09,0.4000E+01
-12.879,0.4437E-09,0.4000E+01
-12.859,0.2187E-09,0.4000E+01
-12.839,0.1075E-09,0.4000E+01
-12.819,0.5424E-10,0.4000E+01
-12.799,0.3120E-10,0.4000E+01
-12.779,0.2619E-10,0.4000E+01
-12.759,0.3652E-10,0.4000E+01
-12.739,0.6774E-10,0.4000E+01
-12.719,0.1363E-09,0.4000E+01
-12.699,0.2773E-09,0.4000E+01
-12.679,0.5611E-09,0.4000E+01
-12.659,0.1124E-08,0.4000E+01
-12.639,0.2229E-08,0.4000E+01
-12.619,0.4372E-08,0.4000E+01
-12.599,0.8484E-08,0.4000E+01
-12.579,0.1629E-07,0.4000E+01
-12.559,0.3093E-07,0.4000E+01
-12.539,0.5810E-07,0.4000E+01
-12.519,0.1080E-06,0.4000E+01
-12.499,0.1985E-06,0.4000E+01
-12.479,0.3610E-06,0.4000E+01
-12.459,0.6494E-06,0.4000E+01
-12.439,0.1156E-05,0.4000E+01
-12.419,0.2035E-05,0.4000E+01
-12.399,0.3544E-05,0.4000E+01
-12.379,0.6107E-05,0.4000E+01
-12.359,0.1041E-04,0.4000E+01
-12.339,0.1755E-04,0.4000E+01
-12.319,0.2928E-04,0.4000E+01
-12.299,0.4831E-04,0.4000E+01
-12.279,0.7887E-04,0.4000E+01
-12.259,0.1274E-03,0.4000E+01
-12.239,0.2035E-03,0.4000E+01
-12.219,0.3215E-03,0.4000E+01
-12.199,0.5027E-03,0.4000E+01
-12.179,0.7774E-03,0.4000E+01
-12.159,0.1189E-02,0.4000E+01
-12.139,0.1800E-02,0.4000E+01
-12.119,0.2695E-02,0.4000E+01
-12.099,0.3992E-02,0.4000E+01
-12.079,0.5849E-02,0.4000E+01
-12.059,0.8478E-02,0.4001E+01
-12.039,0.1216E-01,0.4001E+01
-12.019,0.1724E-01,0.4001E+01
-11.999,0.2420E-01,0.4002E+01
-11.979,0.3359E-01,0.4002E+01
