energy_eV,dos,integrated_dos
-14.093,0.2939E+00,0.9983E+01
-14.073,0.2235E+00,0.9988E+01
-14.053,0.1681E+00,0.9991E+01
-14.033,0.1251E+00,0.9994E+01
-14.013,0.9206E-01,0.9995E+01
-13.993,0.6703E-01,0.9997E+01
-13.973,0.4828E-01,0.9998E+01
-13.953,0.3441E-01,0.9998E+01
-13.933,0.2425E-01,0.9999E+01
-13.913,0.1691E-01,0.9999E+01
-13.893,0.1167E-01,0.1000E+02
-13.873,0.7962E-02,0.1000E+02
-13.853,0.5375E-02,0.1000E+02
-13.833,0.3590E-02,0.1000E+02
-13.813,0.2372E-02,0.1000E+02
-13.793,0.1550E-02,0.1000E+02
-13.773,0.1002E-02,0.1000E+02
-13.753,0.6413E-03,0.1000E+02
-13.733,0.4061E-03,0.1000E+02
-13.713,0.2547E-03,0.1000E+02
-13.693,0.1586E-03,0.1000E+02
-13.673,0.9882E-04,0.1000E+02
-13.653,0.6273E-04,0.1000E+02
-13.633,0.4249E-04,0.1000E+02
-13.613,0.3349E-04,0.1000E+02
-13.593,0.3357E-04,0.1000E+02
-13.573,0.4261E-04,0.1000E+02
-13.553,0.6246E-04,0.1000E+02
-13.533,0.9726E-04,0.1000E+02
-13.513,0.1540E-03,0.1000E+02
-13.493,0.2436E-03,0.1000E+02
-13.473,0.3827E-03,0.1000E+02
-13.453,0.5954E-03,0.1000E+02
-13.433,0.9168E-03,0.1000E+02
-13.413,0.1397E-02,0.1000E+02
-13.393,0.2105E-02,0.1000E+02
-13.373,0.3139E-02,0.1000E+02
-13.353,0.4630E-02,0.1000E+02
-13.333,0.6755E-02,0.1000E+02
-13.313,0.9751E-02,0.1000E+02
-13.293,0.1392E-01,0.1000E+02
-13.273,0.1967E-01,0.1000E+02
-13.253,0.2749E-01,0.1000E+02
-13.233,0.3800E-01,0.1000E+02
-13.213,0.5196E-01,0.1000E+02
-13.193,0.7030E-01,0.1001E+02
-13.173,0.9409E-01,0.1001E+02
-13.153,0.1246E+00,0.1001E+02
-13.133,0.1631E+00,0.1001E+02
-13.113,0.2114E+00,0.1002E+02
-13.093,0.2709E+00,0.1002E+02
-13.073,0.3435E+00,0.1003E+02
-13.053,0.4309E+00,0.1004E+02
-13.033,0.5347E+00,0.1005E+02
-13.013,0.6563E+00,0.1006E+02
-12.993,0.7969E+00,0.1008E+02
-12.973,0.9573E+00,0.1010E+02
-12.953,0.1138E+01,0.1012E+02
-12.933,0.1337E+01,0.1015E+02
-12.913,0.1555E+01,0.1018E+02
-12.893,0.1789E+01,0.1021E+02
-12.873,0.2037E+01,0.1025E+02
-12.853,0.2293E+01,0.1030E+02
-12.833,0.2554E+01,0.1035E+02
-12.813,0.2814E+01,0.1041E+02
-12.793,0.3067E+01,0.1047E+02
-12.773,0.3307E+01,0.1053E+02
